Product_ID,Product_Name,Material,CO2_per_kg,Recyclability_Score,Biodegradability_Score,Source_Country,Packaging_Type,Transport_Distance_km,Transport_Mode,Delivery_Carbon_kgCO2e,Energy_Consumption_kWh,Water_Usage_Liters,Waste_Generated_kg,Total_Sustainability_Score
P-05674,Cotton Product 5674,Glass,11.21,0.71,0.53,Italy,Plastic,3324.7,Sea,92.23,42.21,4774.8,2.84,100.0
P-05675,Leather Product 5675,Steel,5.0,0.48,0.63,Turkey,Paper,145.0,Road,107.86,161.49,4987.9,0.26,100.0
P-05676,Glass Product 5676,Steel,9.3,0.66,0.84,UK,Recycled,519.3,Road,11.43,258.24,3910.0,1.44,100.0
P-05677,Paper Product 5677,Polyester,12.88,0.42,0.89,Italy,Cardboard,9583.1,Sea,2.57,234.19,2844.1,4.01,100.0
P-05678,Cotton Product 5678,Steel,4.51,0.47,0.3,Vietnam,Recycled,3969.0,Air,2.92,268.93,3255.5,0.22,100.0
P-05679,Glass Product 5679,Wood,5.63,0.88,0.49,Brazil,Paper,9959.4,Sea,18.48,145.84,4220.1,3.73,100.0
P-05680,Paper Product 5680,Plastic,3.46,0.68,0.34,USA,Cardboard,8843.6,Road,32.89,230.95,796.5,4.82,100.0
P-05681,Wood Product 5681,Leather,7.29,0.38,0.16,Italy,Cardboard,9662.0,Air,71.33,146.0,2436.0,3.13,100.0
P-05682,Wood Product 5682,Cotton,12.19,0.48,0.15,Brazil,Bioplastic,6531.6,Rail,43.92,36.54,854.8,4.17,100.0
P-05683,Polyester Product 5683,Plastic,8.49,0.46,0.11,India,Cardboard,9238.3,Air,42.35,237.86,1310.5,3.88,100.0
P-05684,Plastic Product 5684,Steel,2.82,0.65,0.59,China,Paper,6914.0,Rail,122.37,118.57,2929.8,3.46,100.0
P-05685,Steel Product 5685,Wood,13.93,0.36,0.42,Turkey,Bioplastic,1674.2,Road,133.92,273.92,4789.9,1.45,100.0
P-05686,Wool Product 5686,Polyester,4.51,0.5,0.66,Italy,Recycled,7815.1,Road,44.05,57.23,4510.4,0.58,100.0
P-05687,Polyester Product 5687,Aluminum,1.81,0.56,0.62,Turkey,Recycled,2478.1,Road,35.05,95.9,186.9,1.29,100.0
P-05688,Wool Product 5688,Aluminum,2.13,0.78,0.48,Turkey,Bioplastic,3707.8,Road,143.24,145.32,3375.7,3.57,100.0
P-05689,Polyester Product 5689,Glass,5.71,0.7,0.19,India,Paper,10101.1,Road,126.64,29.19,1071.2,3.96,100.0
P-05690,Paper Product 5690,Paper,2.41,0.34,0.8,Turkey,Recycled,11440.6,Sea,133.25,274.98,3174.9,3.61,100.0
P-05691,Steel Product 5691,Glass,14.96,0.27,0.35,Italy,Paper,8897.4,Air,88.09,148.19,998.6,2.42,100.0
P-05692,Leather Product 5692,Aluminum,14.63,0.55,0.9,India,Paper,8943.1,Sea,70.18,48.83,519.5,2.11,100.0
P-05693,Wood Product 5693,Aluminum,8.79,0.95,0.54,Italy,Bioplastic,5766.3,Air,85.44,137.15,4912.5,3.06,100.0
P-05694,Paper Product 5694,Paper,8.24,0.42,0.45,China,Recycled,8031.1,Road,125.81,173.25,1231.7,4.69,100.0
P-05695,Cotton Product 5695,Leather,8.01,0.29,0.14,Bangladesh,Paper,1635.6,Road,125.92,193.15,1826.1,1.46,100.0
P-05696,Leather Product 5696,Wood,11.05,0.45,0.36,Germany,Cardboard,7299.7,Road,48.65,120.78,2043.1,1.34,100.0
P-05697,Plastic Product 5697,Paper,2.03,0.26,0.64,Germany,Bioplastic,3608.8,Sea,45.03,110.77,140.4,3.73,100.0
P-05698,Cotton Product 5698,Steel,9.99,0.22,0.19,Italy,Recycled,4528.3,Road,18.28,56.9,1796.2,1.75,100.0
P-05699,Plastic Product 5699,Leather,9.08,0.64,0.63,Bangladesh,Cardboard,8181.0,Sea,49.45,95.42,594.2,4.02,100.0
P-05700,Glass Product 5700,Glass,8.33,0.43,0.25,Vietnam,Plastic,10604.4,Road,81.11,246.55,2473.7,3.64,100.0
P-05701,Paper Product 5701,Cotton,3.25,0.47,0.38,China,Plastic,5828.2,Rail,128.81,244.73,2400.8,0.86,100.0
P-05702,Polyester Product 5702,Steel,6.53,0.36,0.2,Bangladesh,Plastic,991.1,Rail,13.3,82.25,4230.0,2.5,100.0
P-05703,Steel Product 5703,Cotton,11.17,0.66,0.77,Germany,Bioplastic,271.2,Road,20.64,29.13,781.5,2.03,100.0
P-05704,Wool Product 5704,Steel,7.95,0.75,0.49,Vietnam,Cardboard,2962.9,Rail,87.71,151.8,4837.7,2.85,100.0
P-05705,Glass Product 5705,Polyester,13.95,0.25,0.87,India,Bioplastic,6387.8,Road,65.65,34.23,3647.9,1.65,100.0
P-05706,Steel Product 5706,Steel,12.12,0.91,0.19,Germany,Bioplastic,10504.6,Sea,107.14,142.11,3927.8,1.04,100.0
P-05707,Cotton Product 5707,Leather,6.74,0.49,0.32,Turkey,Recycled,300.2,Rail,106.6,229.89,1739.3,1.69,100.0
P-05708,Polyester Product 5708,Plastic,11.81,0.56,0.57,USA,Paper,5890.4,Rail,29.38,184.93,1695.8,3.7,100.0
P-05709,Paper Product 5709,Glass,14.73,0.43,0.11,UK,Bioplastic,7585.7,Rail,38.2,139.02,3680.0,2.98,100.0
P-05710,Wool Product 5710,Paper,9.36,0.24,0.85,UK,Cardboard,10012.6,Sea,16.17,91.67,1575.5,4.16,100.0
P-05711,Plastic Product 5711,Glass,12.66,0.45,0.78,Turkey,Bioplastic,11905.3,Sea,36.14,281.98,759.0,0.73,100.0
P-05712,Cotton Product 5712,Plastic,13.83,0.45,0.56,Italy,Recycled,6810.5,Air,47.08,259.52,2148.5,4.21,100.0
P-05713,Wood Product 5713,Wool,9.78,0.81,0.78,Turkey,Cardboard,5332.8,Sea,114.71,122.49,3291.5,0.31,100.0
P-05714,Aluminum Product 5714,Paper,14.19,0.58,0.77,Turkey,Bioplastic,5536.0,Rail,97.4,89.11,3963.7,4.48,100.0
P-05715,Leather Product 5715,Leather,14.11,0.56,0.3,Brazil,Recycled,10814.4,Air,20.64,203.28,2002.5,3.95,100.0
P-05716,Wood Product 5716,Steel,4.91,0.47,0.86,China,Cardboard,8405.7,Air,89.73,25.59,2746.5,0.22,100.0
P-05717,Aluminum Product 5717,Aluminum,4.06,0.79,0.27,Italy,Plastic,917.2,Road,109.2,176.08,1948.4,0.8,100.0
P-05718,Cotton Product 5718,Wood,4.95,0.94,0.68,China,Cardboard,4358.5,Road,146.72,200.57,3076.4,0.94,100.0
P-05719,Aluminum Product 5719,Plastic,2.56,0.82,0.15,UK,Bioplastic,325.8,Sea,39.39,271.44,483.7,0.68,100.0
P-05720,Wool Product 5720,Wood,9.71,0.48,0.46,Italy,Plastic,8729.7,Air,40.55,132.29,1171.4,1.46,100.0
P-05721,Glass Product 5721,Plastic,6.65,0.41,0.51,USA,Bioplastic,3938.8,Air,89.88,273.92,869.3,3.09,100.0
P-05722,Wood Product 5722,Aluminum,11.82,0.87,0.29,Germany,Bioplastic,9767.0,Sea,70.53,138.17,2742.1,0.24,100.0
P-05723,Glass Product 5723,Leather,14.32,0.6,0.52,UK,Recycled,2159.3,Rail,97.64,263.61,1579.9,2.15,100.0
P-05724,Polyester Product 5724,Wool,10.12,0.46,0.53,Bangladesh,Bioplastic,10737.5,Rail,148.89,46.25,3663.5,4.95,100.0
P-05725,Cotton Product 5725,Aluminum,11.47,0.62,0.71,Vietnam,Paper,8656.2,Sea,67.66,60.35,4991.4,1.07,100.0
P-05726,Plastic Product 5726,Wool,5.13,0.44,0.23,Vietnam,Paper,2688.7,Sea,57.58,222.49,1516.2,1.3,100.0
P-05727,Plastic Product 5727,Wood,12.41,0.72,0.68,Bangladesh,Cardboard,7965.7,Air,61.06,242.09,1441.2,4.4,100.0
P-05728,Plastic Product 5728,Paper,7.88,0.21,0.37,Brazil,Recycled,1993.1,Air,38.17,175.19,1695.2,3.12,100.0
P-05729,Polyester Product 5729,Cotton,10.45,0.37,0.72,Italy,Cardboard,10439.2,Road,102.78,159.98,431.4,1.46,100.0
P-05730,Wood Product 5730,Plastic,11.78,0.2,0.4,China,Plastic,4814.9,Sea,104.52,103.43,2118.8,1.56,100.0
P-05731,Paper Product 5731,Wood,10.42,0.78,0.29,Italy,Recycled,2631.3,Air,113.74,26.72,3593.3,4.93,100.0
P-05732,Wood Product 5732,Paper,4.24,0.66,0.61,Italy,Plastic,6668.5,Rail,81.13,140.75,3194.1,1.2,100.0
P-05733,Plastic Product 5733,Cotton,4.12,0.62,0.23,Italy,Bioplastic,4457.0,Rail,115.86,194.35,664.2,3.71,100.0
P-05734,Plastic Product 5734,Paper,8.58,0.42,0.2,Bangladesh,Bioplastic,4592.1,Road,11.54,158.82,3256.0,4.41,100.0
P-05735,Paper Product 5735,Wood,10.89,0.9,0.62,China,Cardboard,7838.1,Road,23.1,283.28,267.0,4.54,100.0
P-05736,Plastic Product 5736,Polyester,7.07,0.25,0.68,Germany,Bioplastic,9011.3,Air,54.11,55.12,2472.3,3.03,100.0
P-05737,Steel Product 5737,Wood,2.23,0.24,0.48,Turkey,Bioplastic,5677.2,Road,53.82,202.99,3560.5,1.15,100.0
P-05738,Cotton Product 5738,Leather,3.11,0.53,0.76,Brazil,Cardboard,9408.5,Air,78.12,247.93,3673.0,3.44,100.0
P-05739,Leather Product 5739,Aluminum,14.29,0.25,0.83,Germany,Cardboard,3466.3,Sea,129.49,45.19,2732.1,0.15,100.0
P-05740,Aluminum Product 5740,Plastic,12.5,0.58,0.84,India,Paper,2576.0,Rail,80.1,52.47,2127.4,1.82,100.0
P-05741,Plastic Product 5741,Plastic,4.05,0.4,0.74,USA,Cardboard,256.5,Air,144.24,5.13,2632.2,3.0,100.0
P-05742,Plastic Product 5742,Plastic,11.93,0.83,0.34,Brazil,Plastic,6341.2,Rail,93.6,148.26,3640.0,4.5,100.0
P-05743,Wool Product 5743,Wood,11.93,0.82,0.59,Brazil,Bioplastic,7756.9,Road,143.57,191.23,2255.7,0.9,100.0
P-05744,Plastic Product 5744,Glass,1.32,0.78,0.69,Italy,Plastic,1645.6,Sea,80.75,228.94,3048.4,1.35,100.0
P-05745,Aluminum Product 5745,Wood,6.67,0.56,0.79,USA,Bioplastic,1227.2,Rail,123.27,48.37,1634.2,2.95,100.0
P-05746,Plastic Product 5746,Leather,4.7,0.46,0.35,USA,Bioplastic,11733.9,Road,20.42,118.92,631.7,1.09,100.0
P-05747,Wood Product 5747,Wool,12.78,0.73,0.75,Germany,Cardboard,9112.2,Rail,41.47,62.65,2544.7,4.24,100.0
P-05748,Wood Product 5748,Cotton,13.5,0.54,0.83,Italy,Plastic,4901.0,Air,98.09,216.61,4623.8,1.57,100.0
P-05749,Leather Product 5749,Steel,9.23,0.52,0.51,India,Paper,8626.8,Sea,12.51,224.1,704.7,3.99,100.0
P-05750,Polyester Product 5750,Leather,9.21,0.29,0.42,India,Bioplastic,3183.7,Rail,122.7,282.35,3401.8,4.31,100.0
P-05751,Glass Product 5751,Steel,6.52,0.31,0.67,Vietnam,Paper,2393.5,Rail,40.67,247.25,311.3,1.23,100.0
P-05752,Polyester Product 5752,Aluminum,13.79,0.46,0.56,Bangladesh,Plastic,6902.4,Sea,43.01,88.53,4799.6,3.19,100.0
P-05753,Steel Product 5753,Wood,11.45,0.6,0.43,Vietnam,Recycled,6360.1,Rail,45.18,204.61,1684.6,3.35,100.0
P-05754,Plastic Product 5754,Aluminum,10.29,0.63,0.18,Germany,Recycled,6931.3,Air,44.39,46.95,3357.4,1.93,100.0
P-05755,Wool Product 5755,Wool,7.33,0.77,0.5,India,Plastic,6591.3,Sea,11.93,10.62,3117.5,1.73,100.0
P-05756,Polyester Product 5756,Aluminum,2.34,0.34,0.55,Vietnam,Plastic,1027.0,Sea,147.53,227.59,4080.7,2.42,100.0
P-05757,Glass Product 5757,Glass,13.15,0.85,0.5,Vietnam,Recycled,2585.3,Air,91.98,65.05,2511.9,2.5,100.0
P-05758,Wool Product 5758,Wool,10.98,0.43,0.86,Brazil,Plastic,722.9,Rail,44.08,249.16,3999.4,2.46,100.0
P-05759,Wool Product 5759,Polyester,1.12,0.77,0.88,Vietnam,Plastic,9116.8,Road,51.02,49.41,1530.0,4.07,100.0
P-05760,Wool Product 5760,Leather,6.51,0.33,0.84,Italy,Cardboard,9733.0,Rail,141.29,140.72,2936.5,0.51,100.0
P-05761,Polyester Product 5761,Wood,9.87,0.54,0.51,Vietnam,Paper,2749.5,Sea,57.1,178.95,3633.3,2.39,100.0
P-05762,Cotton Product 5762,Wood,8.77,0.85,0.47,Bangladesh,Cardboard,9302.7,Air,39.85,291.39,3368.5,3.16,100.0
P-05763,Cotton Product 5763,Steel,2.34,0.77,0.65,China,Plastic,4549.9,Road,109.83,82.74,1705.3,4.95,100.0
P-05764,Aluminum Product 5764,Cotton,7.96,0.66,0.52,Turkey,Cardboard,11987.1,Air,120.56,162.75,4025.0,1.03,100.0
P-05765,Aluminum Product 5765,Wool,9.04,0.22,0.3,Bangladesh,Recycled,10906.6,Sea,69.04,180.14,4754.5,2.35,100.0
P-05766,Leather Product 5766,Glass,14.33,0.84,0.39,Turkey,Recycled,4230.2,Road,85.46,40.36,1850.6,2.94,100.0
P-05767,Wool Product 5767,Wood,1.37,0.45,0.76,China,Bioplastic,4100.6,Air,74.17,100.86,4517.1,3.05,100.0
P-05768,Polyester Product 5768,Steel,9.7,0.26,0.34,Turkey,Bioplastic,5991.6,Air,83.61,185.61,3931.0,2.7,100.0
P-05769,Cotton Product 5769,Aluminum,5.34,0.82,0.86,Brazil,Paper,1168.7,Road,56.74,31.62,3889.9,1.53,100.0
P-05770,Wood Product 5770,Glass,4.22,0.7,0.62,Germany,Bioplastic,10302.2,Air,122.89,223.34,4537.6,2.55,100.0
P-05771,Paper Product 5771,Wood,5.51,0.39,0.58,Vietnam,Cardboard,6494.5,Air,39.35,58.64,4955.7,1.3,100.0
P-05772,Cotton Product 5772,Wool,2.37,0.93,0.57,UK,Bioplastic,6604.7,Road,105.24,109.13,3387.7,0.14,100.0
P-05773,Paper Product 5773,Polyester,11.35,0.37,0.69,Vietnam,Recycled,10854.0,Sea,127.62,26.43,3526.5,0.8,100.0
P-05774,Glass Product 5774,Plastic,4.3,0.59,0.41,Bangladesh,Cardboard,6865.2,Sea,31.24,251.8,2140.9,0.93,100.0
P-05775,Wood Product 5775,Wool,5.77,0.51,0.25,China,Plastic,8362.4,Sea,48.19,72.14,3325.3,3.57,100.0
P-05776,Wool Product 5776,Wool,12.51,0.41,0.34,India,Bioplastic,2230.0,Sea,133.24,296.4,3921.9,1.61,100.0
P-05777,Wood Product 5777,Leather,3.24,0.84,0.32,Turkey,Plastic,3121.5,Rail,94.53,80.68,1546.2,0.96,100.0
P-05778,Steel Product 5778,Paper,14.45,0.23,0.5,Italy,Bioplastic,8134.9,Rail,75.88,34.87,3659.6,0.78,100.0
P-05779,Cotton Product 5779,Paper,9.78,0.21,0.27,Italy,Recycled,10040.2,Road,33.41,296.1,388.4,1.17,100.0
P-05780,Cotton Product 5780,Steel,1.38,0.27,0.25,UK,Bioplastic,7345.5,Road,70.53,112.52,3019.4,3.08,100.0
P-05781,Leather Product 5781,Leather,4.57,0.42,0.69,Bangladesh,Plastic,7013.1,Air,127.12,142.06,3288.5,3.06,100.0
P-05782,Plastic Product 5782,Wood,8.34,0.4,0.71,Turkey,Paper,561.9,Road,63.27,91.74,4551.9,4.72,100.0
P-05783,Cotton Product 5783,Aluminum,7.61,0.49,0.48,Bangladesh,Bioplastic,3155.7,Air,128.99,276.8,354.6,2.87,100.0
P-05784,Leather Product 5784,Steel,2.95,0.76,0.72,Germany,Recycled,3658.2,Road,24.34,169.55,3467.3,2.39,100.0
P-05785,Wood Product 5785,Cotton,10.88,0.8,0.1,Vietnam,Recycled,5460.1,Air,31.43,231.94,1344.5,1.34,100.0
P-05786,Paper Product 5786,Wool,3.09,0.75,0.1,Italy,Plastic,214.2,Rail,7.09,48.71,4118.8,3.57,100.0
P-05787,Leather Product 5787,Paper,13.83,0.89,0.82,India,Bioplastic,486.2,Sea,85.29,243.5,2556.7,2.16,100.0
P-05788,Steel Product 5788,Polyester,2.14,0.77,0.49,UK,Plastic,1494.2,Sea,141.37,12.31,1368.7,4.98,100.0
P-05789,Cotton Product 5789,Steel,1.69,0.51,0.22,Vietnam,Recycled,8272.0,Rail,49.12,66.59,1806.0,4.44,100.0
P-05790,Glass Product 5790,Aluminum,8.5,0.68,0.14,Italy,Paper,10771.5,Rail,51.66,161.1,2626.4,2.97,100.0
P-05791,Polyester Product 5791,Cotton,11.97,0.76,0.65,Vietnam,Cardboard,5677.4,Sea,56.96,266.18,4806.3,0.97,100.0
P-05792,Polyester Product 5792,Glass,13.23,0.35,0.72,Bangladesh,Recycled,1643.0,Air,21.44,134.61,1260.7,2.63,100.0
P-05793,Paper Product 5793,Glass,7.51,0.72,0.89,China,Bioplastic,10382.1,Rail,94.3,18.01,1837.4,2.47,100.0
P-05794,Aluminum Product 5794,Polyester,2.23,0.26,0.8,UK,Cardboard,6864.2,Rail,43.15,178.61,1433.7,2.2,100.0
P-05795,Steel Product 5795,Glass,10.2,0.62,0.51,Vietnam,Paper,3527.7,Rail,7.5,156.72,4137.5,1.66,100.0
P-05796,Paper Product 5796,Polyester,9.97,0.43,0.36,Italy,Paper,979.2,Rail,106.66,161.85,1609.7,1.67,100.0
P-05797,Leather Product 5797,Plastic,7.57,0.24,0.75,Brazil,Plastic,4708.9,Sea,133.74,39.16,2167.9,1.44,100.0
P-05798,Polyester Product 5798,Steel,10.5,0.76,0.72,Vietnam,Plastic,11142.1,Rail,25.07,173.2,4029.7,4.37,100.0
P-05799,Plastic Product 5799,Aluminum,3.19,0.64,0.57,China,Paper,7203.0,Air,67.83,14.17,4953.3,4.3,100.0
P-05800,Aluminum Product 5800,Glass,2.98,0.68,0.61,USA,Cardboard,6769.5,Air,112.75,283.87,1616.6,4.51,100.0
P-05801,Wool Product 5801,Wood,6.78,0.92,0.73,Germany,Recycled,4873.1,Air,88.64,160.9,730.4,3.15,100.0
P-05802,Leather Product 5802,Paper,6.12,0.4,0.32,UK,Cardboard,7971.3,Air,126.11,143.0,1319.9,4.39,100.0
P-05803,Glass Product 5803,Aluminum,8.04,0.83,0.2,Turkey,Bioplastic,2844.0,Road,28.56,9.83,4890.1,2.19,100.0
P-05804,Wood Product 5804,Paper,13.37,0.83,0.24,Turkey,Bioplastic,9565.5,Road,17.58,295.28,1145.9,1.27,100.0
P-05805,Glass Product 5805,Aluminum,6.81,0.58,0.45,Vietnam,Recycled,631.3,Rail,25.98,11.2,989.3,1.39,100.0
P-05806,Polyester Product 5806,Paper,4.34,0.67,0.84,China,Paper,800.1,Rail,69.13,6.61,4006.1,3.1,100.0
P-05807,Wood Product 5807,Wood,1.21,0.42,0.9,USA,Bioplastic,1362.5,Sea,93.81,186.61,249.1,1.44,100.0
P-05808,Plastic Product 5808,Plastic,10.81,0.61,0.54,Italy,Plastic,11556.2,Road,119.42,43.28,4495.8,3.05,100.0
P-05809,Plastic Product 5809,Polyester,5.47,0.37,0.52,UK,Plastic,1619.1,Sea,96.79,117.66,997.9,4.97,100.0
P-05810,Paper Product 5810,Cotton,1.25,0.66,0.13,USA,Plastic,6911.1,Rail,66.9,162.24,3184.9,2.21,100.0
P-05811,Wood Product 5811,Steel,9.06,0.61,0.4,India,Recycled,8599.9,Rail,134.92,54.19,4754.3,1.1,100.0
P-05812,Leather Product 5812,Paper,7.37,0.38,0.7,USA,Plastic,7381.4,Air,10.14,175.25,1740.2,4.15,100.0
P-05813,Cotton Product 5813,Wool,3.88,0.91,0.66,China,Cardboard,1773.3,Road,123.6,138.27,1926.2,2.54,100.0
P-05814,Steel Product 5814,Leather,13.38,0.53,0.51,Turkey,Bioplastic,6470.2,Sea,17.03,254.5,2073.4,3.82,100.0
P-05815,Glass Product 5815,Plastic,3.23,0.93,0.39,India,Recycled,6213.6,Air,97.3,184.27,3037.8,4.06,100.0
P-05816,Leather Product 5816,Aluminum,14.35,0.94,0.79,Germany,Cardboard,4686.2,Sea,25.72,257.19,3431.2,2.39,100.0
P-05817,Cotton Product 5817,Wool,2.66,0.37,0.82,Turkey,Plastic,2313.7,Air,111.59,277.55,4380.0,3.84,100.0
P-05818,Wool Product 5818,Glass,5.14,0.7,0.38,Brazil,Bioplastic,3761.9,Air,102.22,27.78,2800.7,2.52,100.0
P-05819,Paper Product 5819,Plastic,10.35,0.75,0.23,Turkey,Bioplastic,7906.2,Sea,140.68,79.44,4358.5,2.38,100.0
P-05820,Aluminum Product 5820,Paper,12.94,0.45,0.52,Brazil,Recycled,6868.0,Air,123.02,260.42,2176.1,4.18,100.0
P-05821,Cotton Product 5821,Plastic,10.63,0.53,0.11,USA,Bioplastic,11305.0,Sea,99.49,110.18,1599.6,3.6,100.0
P-05822,Wool Product 5822,Steel,6.15,0.59,0.35,Vietnam,Bioplastic,7039.9,Air,90.4,127.5,2027.4,1.39,100.0
P-05823,Paper Product 5823,Polyester,8.48,0.76,0.59,India,Paper,10910.5,Rail,42.63,181.11,1612.2,0.63,100.0
P-05824,Wood Product 5824,Wood,8.03,0.62,0.24,Brazil,Bioplastic,5383.8,Rail,28.79,174.47,2619.9,2.01,100.0
P-05825,Plastic Product 5825,Steel,2.12,0.73,0.37,Brazil,Plastic,5079.4,Sea,35.08,232.2,3890.8,4.24,100.0
P-05826,Glass Product 5826,Polyester,14.94,0.34,0.13,Turkey,Cardboard,5588.5,Road,100.23,112.07,2483.4,3.31,100.0
P-05827,Cotton Product 5827,Leather,12.52,0.41,0.55,Germany,Recycled,177.0,Air,93.61,56.66,2870.2,4.16,100.0
P-05828,Cotton Product 5828,Leather,13.66,0.42,0.62,Germany,Recycled,8911.8,Rail,37.63,250.18,3559.6,3.22,100.0
P-05829,Plastic Product 5829,Plastic,7.33,0.66,0.46,Brazil,Paper,6472.0,Sea,97.38,63.38,405.7,2.75,100.0
P-05830,Polyester Product 5830,Wood,5.53,0.5,0.38,Italy,Bioplastic,9594.0,Air,62.11,110.45,650.8,1.67,100.0
P-05831,Wood Product 5831,Aluminum,8.89,0.4,0.19,Italy,Bioplastic,389.9,Air,107.98,230.09,846.0,2.88,100.0
P-05832,Plastic Product 5832,Wool,9.8,0.51,0.47,India,Plastic,2883.2,Road,64.82,58.43,3613.7,1.79,100.0
P-05833,Leather Product 5833,Paper,10.05,0.64,0.69,China,Cardboard,3669.0,Rail,116.45,106.78,631.1,3.84,100.0
P-05834,Wool Product 5834,Steel,5.23,0.59,0.68,Bangladesh,Paper,10716.9,Sea,39.71,163.68,2861.5,4.15,100.0
P-05835,Steel Product 5835,Steel,5.15,0.23,0.41,Vietnam,Recycled,7753.9,Road,113.3,130.38,3424.6,4.66,100.0
P-05836,Steel Product 5836,Glass,4.29,0.45,0.69,Brazil,Paper,8037.4,Air,110.97,15.12,2748.8,0.75,100.0
P-05837,Cotton Product 5837,Plastic,9.71,0.6,0.43,USA,Paper,4367.9,Sea,77.11,275.02,4345.6,1.36,100.0
P-05838,Polyester Product 5838,Aluminum,7.0,0.93,0.61,Turkey,Bioplastic,11093.8,Air,53.86,59.38,3848.7,2.09,100.0
P-05839,Aluminum Product 5839,Leather,1.84,0.69,0.69,Italy,Bioplastic,9769.4,Air,107.6,112.3,2162.2,3.84,100.0
P-05840,Wood Product 5840,Glass,8.75,0.92,0.55,India,Plastic,4671.6,Sea,141.13,245.11,1457.4,2.32,100.0
P-05841,Aluminum Product 5841,Polyester,7.81,0.55,0.3,UK,Paper,3231.4,Sea,34.69,140.04,4283.9,4.85,100.0
P-05842,Polyester Product 5842,Glass,1.29,0.39,0.15,UK,Bioplastic,3397.6,Rail,27.13,161.19,2717.1,4.69,100.0
P-05843,Leather Product 5843,Polyester,10.12,0.87,0.78,Turkey,Bioplastic,7994.8,Air,35.93,113.16,2694.0,2.37,100.0
P-05844,Glass Product 5844,Polyester,5.6,0.42,0.68,Vietnam,Plastic,1148.7,Air,143.52,282.19,2763.2,0.73,100.0
P-05845,Wood Product 5845,Wood,12.05,0.71,0.39,USA,Cardboard,4633.0,Air,99.29,68.39,4234.4,4.96,100.0
P-05846,Plastic Product 5846,Plastic,1.48,0.35,0.55,USA,Cardboard,6614.1,Sea,1.41,173.43,4567.0,2.93,100.0
P-05847,Cotton Product 5847,Leather,1.1,0.68,0.56,Turkey,Paper,2712.1,Sea,144.46,130.61,3446.5,4.24,100.0
P-05848,Paper Product 5848,Wood,4.51,0.83,0.88,Vietnam,Recycled,5626.1,Sea,24.62,11.83,4948.4,4.14,100.0
P-05849,Aluminum Product 5849,Polyester,3.98,0.4,0.88,Vietnam,Plastic,2728.4,Sea,52.22,149.98,2628.3,3.79,100.0
P-05850,Leather Product 5850,Plastic,3.71,0.63,0.58,Turkey,Bioplastic,9178.9,Road,4.9,25.18,1014.5,4.83,100.0
P-05851,Paper Product 5851,Paper,11.93,0.32,0.43,Turkey,Cardboard,4314.6,Rail,109.59,281.81,4213.5,4.66,100.0
P-05852,Leather Product 5852,Polyester,1.87,0.68,0.22,UK,Bioplastic,7611.8,Rail,74.57,153.26,385.4,0.74,100.0
P-05853,Steel Product 5853,Cotton,14.5,0.22,0.44,Germany,Plastic,11979.5,Rail,30.84,193.39,4095.2,2.68,100.0
P-05854,Paper Product 5854,Paper,14.7,0.81,0.58,Italy,Recycled,10322.0,Road,41.38,139.87,1795.6,4.34,100.0
P-05855,Leather Product 5855,Paper,6.59,0.45,0.19,Bangladesh,Plastic,4412.4,Rail,72.98,192.99,3247.3,0.61,100.0
P-05856,Cotton Product 5856,Paper,14.55,0.28,0.57,Brazil,Bioplastic,8107.4,Road,149.52,115.13,4322.8,0.41,100.0
P-05857,Glass Product 5857,Wool,12.66,0.64,0.49,Germany,Paper,3738.4,Rail,90.48,32.41,1375.7,0.99,100.0
P-05858,Aluminum Product 5858,Wood,4.79,0.26,0.66,USA,Bioplastic,8596.0,Road,83.13,194.8,4685.2,1.15,100.0
P-05859,Paper Product 5859,Polyester,8.95,0.88,0.84,Brazil,Cardboard,9883.5,Rail,83.76,267.13,2897.5,3.66,100.0
P-05860,Paper Product 5860,Aluminum,11.45,0.51,0.53,Bangladesh,Recycled,2653.4,Air,94.33,193.99,478.8,3.3,100.0
P-05861,Paper Product 5861,Steel,3.16,0.34,0.59,China,Paper,6952.8,Rail,93.11,233.42,3047.3,1.34,100.0
P-05862,Plastic Product 5862,Polyester,1.28,0.71,0.69,USA,Recycled,326.2,Sea,121.84,257.47,424.8,4.2,100.0
P-05863,Glass Product 5863,Paper,13.07,0.31,0.71,USA,Cardboard,3379.3,Air,29.53,217.4,2229.3,3.3,100.0
P-05864,Leather Product 5864,Leather,13.79,0.82,0.36,USA,Plastic,4733.8,Air,142.15,10.44,3827.7,4.95,100.0
P-05865,Polyester Product 5865,Wool,12.94,0.56,0.37,USA,Recycled,11049.2,Road,81.4,245.87,275.0,0.6,100.0
P-05866,Cotton Product 5866,Wood,1.6,0.59,0.12,Germany,Plastic,7442.0,Air,116.0,140.89,3491.6,3.23,100.0
P-05867,Aluminum Product 5867,Steel,14.05,0.26,0.25,Vietnam,Bioplastic,4394.9,Air,127.13,11.43,3309.5,2.86,100.0
P-05868,Wood Product 5868,Wool,1.33,0.32,0.18,India,Paper,11419.7,Road,88.23,269.48,2379.6,4.69,100.0
P-05869,Aluminum Product 5869,Aluminum,8.5,0.51,0.34,Vietnam,Cardboard,3548.7,Air,37.14,162.76,2409.4,3.13,100.0
P-05870,Leather Product 5870,Paper,2.42,0.26,0.69,UK,Cardboard,9546.4,Sea,50.21,242.2,3261.4,2.01,100.0
